Station,Date,Time,Wind Spd (mph),Temp (°F),RH (%),Solar Rad (W/m2),Pressure (mb)
Stanford Met Tower,9/29/25,0130,3.2,66.1,76,0,899.6
Stanford Met Tower,9/29/25,0115,2.7,66.1,75,0,899.5
Stanford Met Tower,9/29/25,0100,2.9,66.1,76,0,899.2
Stanford Met Tower,9/29/25,0045,5.1,66.3,75,0,899.6
Stanford Met Tower,9/29/25,0030,5.3,66.3,75,0,899.6
Stanford Met Tower,9/29/25,0015,5.1,66.3,75,0,899.5
Stanford Met Tower,9/29/25,0000,4.9,66.3,75,0,899.4
Stanford Met Tower,9/28/25,2345,5.5,66.5,74,0,899.5
Stanford Met Tower,9/28/25,2330,5,66.6,74,0,899.4
Stanford Met Tower,9/28/25,2315,5.3,67.1,72,0,899.5
Stanford Met Tower,9/28/25,2300,4.7,67.1,72,0,899.8
Stanford Met Tower,9/28/25,2245,3.8,67,73,0,899.4
Stanford Met Tower,9/28/25,2230,3.1,66.8,74,0,899.7
Stanford Met Tower,9/28/25,2215,4.2,66.8,74,0,899.9
Stanford Met Tower,9/28/25,2200,3.4,66.6,74,0,899.8
Stanford Met Tower,9/28/25,2145,3.9,66.5,74,0,899.9
Stanford Met Tower,9/28/25,2130,3.3,66.8,73,0,900
Stanford Met Tower,9/28/25,2115,3.9,66.6,75,0,900.2
Stanford Met Tower,9/28/25,2100,4.8,66.8,75,0,900
Stanford Met Tower,9/28/25,2045,4.7,66.6,75,0,900
Stanford Met Tower,9/28/25,2030,4.5,66.9,74,0,900.2
Stanford Met Tower,9/28/25,2015,4.8,66.8,74,0,900.6
Stanford Met Tower,9/28/25,2000,6.5,66.8,75,0,900.2
Stanford Met Tower,9/28/25,1945,7.2,66.8,75,0,900.2
Stanford Met Tower,9/28/25,1930,5.8,66.9,75,0,900.8
Stanford Met Tower,9/28/25,1915,5.2,67,75,0,900.5
Stanford Met Tower,9/28/25,1900,4.7,67.1,74,3,900.6
Stanford Met Tower,9/28/25,1845,4.6,67.7,72,8,900.8
Stanford Met Tower,9/28/25,1830,5.1,68.4,70,33,901
Stanford Met Tower,9/28/25,1815,6.6,69.1,68,52,900.9
Stanford Met Tower,9/28/25,1800,8.8,69.4,66,58,901.7
Stanford Met Tower,9/28/25,1745,9.1,69.7,67,70,901.6
Stanford Met Tower,9/28/25,1730,8.1,70.1,66,90,902
Stanford Met Tower,9/28/25,1715,7.2,70.9,65,112,902.1
Stanford Met Tower,9/28/25,1700,6.7,70.8,65,110,902
Stanford Met Tower,9/28/25,1645,5.2,71.1,64,115,902.8
Stanford Met Tower,9/28/25,1630,5.2,71.5,64,162,902.8
Stanford Met Tower,9/28/25,1615,6.7,71.5,64,187,902.9
Stanford Met Tower,9/28/25,1600,7.2,70.6,66,166,903.1
Stanford Met Tower,9/28/25,1545,4,70.5,66,153,903.4
Stanford Met Tower,9/28/25,1530,2.7,69.4,75,144,903
Stanford Met Tower,9/28/25,1515,4.5,69.8,72,134,903.1
Stanford Met Tower,9/28/25,1500,4.6,70.1,69,159,902.8
Stanford Met Tower,9/28/25,1445,8.3,70.4,65,139,902.4
Stanford Met Tower,9/28/25,1430,9.1,70.3,65,143,902.6
Stanford Met Tower,9/28/25,1415,9.2,70.2,65,154,903
Stanford Met Tower,9/28/25,1400,9.5,70.1,65,143,902.8
Stanford Met Tower,9/28/25,1345,8.8,69.7,67,122,902.9
Stanford Met Tower,9/28/25,1330,6.6,69.7,68,146,903.2
Stanford Met Tower,9/28/25,1315,6.7,70.1,67,156,903.2
Stanford Met Tower,9/28/25,1300,6.9,69.7,67,167,902.5
Stanford Met Tower,9/28/25,1245,6.2,69.9,69,135,903.1
Stanford Met Tower,9/28/25,1230,5,70,68,147,903.1
Stanford Met Tower,9/28/25,1215,7.9,69.6,68,161,902.9
Stanford Met Tower,9/28/25,1200,5,70,67,164,902.7
Stanford Met Tower,9/28/25,1145,4.8,69.7,68,167,902.5
Stanford Met Tower,9/28/25,1130,6.6,69.4,67,177,902.4
Stanford Met Tower,9/28/25,1115,7.4,69.2,68,156,901.7
Stanford Met Tower,9/28/25,1100,5.1,69.1,69,127,901.6
Stanford Met Tower,9/28/25,1045,5.7,68.8,71,118,901.7
Stanford Met Tower,9/28/25,1030,5.7,68.4,70,103,901.1
Stanford Met Tower,9/28/25,1015,1.9,67.4,74,97,901
Stanford Met Tower,9/28/25,1000,1.1,66.8,75,92,901.2
Stanford Met Tower,9/28/25,0945,1.9,66.6,76,101,900.9
Stanford Met Tower,9/28/25,0930,1.1,66.3,77,96,900.6
Stanford Met Tower,9/28/25,0915,1.4,66.1,79,93,900
Stanford Met Tower,9/28/25,0900,3.1,65.4,79,88,899.3
Stanford Met Tower,9/28/25,0845,2.6,65,81,80,898.7
Stanford Met Tower,9/28/25,0830,3.7,64.4,82,47,897.6
Stanford Met Tower,9/28/25,0815,3.9,64,83,34,897.8
Stanford Met Tower,9/28/25,0800,4.6,63.7,83,23,897.2
Stanford Met Tower,9/28/25,0745,4.6,63.4,83,15,897.3
Stanford Met Tower,9/28/25,0730,4.4,63.7,83,8,897
Stanford Met Tower,9/28/25,0715,5,63,83,3,896.6
Stanford Met Tower,9/28/25,0700,6.8,62.8,84,1,896.1
Stanford Met Tower,9/28/25,0645,7.2,62.8,84,0,896.3
Stanford Met Tower,9/28/25,0630,6.8,63,84,0,896.7
Stanford Met Tower,9/28/25,0615,7.4,63.1,84,0,896.7
Stanford Met Tower,9/28/25,0600,7.6,63,84,0,896.1
Stanford Met Tower,9/28/25,0545,7.5,63,84,0,896.3
Stanford Met Tower,9/28/25,0530,9,63.4,84,0,896.5
Stanford Met Tower,9/28/25,0515,6.5,63.7,83,0,897
Stanford Met Tower,9/28/25,0500,4.9,63.9,83,0,896.5
Stanford Met Tower,9/28/25,0445,5.1,63.9,83,0,896.6
Stanford Met Tower,9/28/25,0430,6.2,64,82,0,897
Stanford Met Tower,9/28/25,0415,5.6,64,82,0,896.9
Stanford Met Tower,9/28/25,0400,6.5,64.3,82,0,897.1
Stanford Met Tower,9/28/25,0345,3.8,64.8,80,0,897.2
Stanford Met Tower,9/28/25,0330,4.7,65.7,77,0,897.4
Stanford Met Tower,9/28/25,0315,5.1,66,76,0,896.9
Stanford Met Tower,9/28/25,0300,6.4,65.9,77,0,897.5
Stanford Met Tower,9/28/25,0245,7.5,66,77,0,897.1
Stanford Met Tower,9/28/25,0230,8.2,66.2,76,0,896.8
Stanford Met Tower,9/28/25,0215,4.8,66,77,0,896.6
Stanford Met Tower,9/28/25,0200,6.2,66,77,0,896.5
Stanford Met Tower,9/28/25,0145,6.9,65.8,78,0,895.9
Stanford Met Tower,9/28/25,0130,5.3,65.2,79,0,895.9
Stanford Met Tower,9/28/25,0115,4.8,64.8,80,0,895.6
Stanford Met Tower,9/28/25,0100,6.3,64.2,82,0,895.7
Stanford Met Tower,9/28/25,0045,5,64.2,81,0,896.2
Stanford Met Tower,9/28/25,0030,4.8,64.8,80,0,896
Stanford Met Tower,9/28/25,0015,5.2,65.2,79,0,896
Stanford Met Tower,9/28/25,0000,5.9,65,79,0,895.9
Stanford Met Tower,9/27/25,2345,6.3,64.5,80,0,896.4
Stanford Met Tower,9/27/25,2330,8.8,64.9,79,0,896.3
Stanford Met Tower,9/27/25,2315,9.4,65.1,78,0,896.4
Stanford Met Tower,9/27/25,2300,8.9,65.1,78,0,896.8
Stanford Met Tower,9/27/25,2245,8.2,65.1,78,0,896.2
Stanford Met Tower,9/27/25,2230,7.4,65.2,78,0,896.7
Stanford Met Tower,9/27/25,2215,8.2,65.5,77,0,897.1
Stanford Met Tower,9/27/25,2200,6.8,65.4,77,0,897.4
Stanford Met Tower,9/27/25,2145,7.9,65.7,76,0,897
Stanford Met Tower,9/27/25,2130,7.9,66.1,75,0,897.3
Stanford Met Tower,9/27/25,2115,7.6,66,76,0,897.2
Stanford Met Tower,9/27/25,2100,5.6,66.1,75,0,897.4
Stanford Met Tower,9/27/25,2045,6.7,66.5,74,0,897.1
Stanford Met Tower,9/27/25,2030,8.9,66.9,73,0,897.2
Stanford Met Tower,9/27/25,2015,8.6,67.1,72,0,897.8
Stanford Met Tower,9/27/25,2000,7.6,67.1,73,0,898.1
Stanford Met Tower,9/27/25,1945,7.4,67.4,72,0,897.7
Stanford Met Tower,9/27/25,1930,8.3,67.6,71,0,898.1
Stanford Met Tower,9/27/25,1915,8.8,67.9,70,1,898.5
Stanford Met Tower,9/27/25,1900,8.4,68.1,70,7,898.5
Stanford Met Tower,9/27/25,1845,9.1,68.4,69,14,898.8
Stanford Met Tower,9/27/25,1830,8.3,68.9,68,35,899.3
Stanford Met Tower,9/27/25,1815,9,69.1,67,46,899.7
Stanford Met Tower,9/27/25,1800,9.1,70.4,66,150,900.3
Stanford Met Tower,9/27/25,1745,9.7,71,65,209,900.3
Stanford Met Tower,9/27/25,1730,7.7,72,63,255,901
Stanford Met Tower,9/27/25,1715,7.8,72.6,62,302,901.8
Stanford Met Tower,9/27/25,1700,8.6,72.6,62,350,902.4
Stanford Met Tower,9/27/25,1645,11.1,71.9,63,397,903.1
Stanford Met Tower,9/27/25,1630,9.4,73,62,442,903
Stanford Met Tower,9/27/25,1615,10.7,73,62,484,903.3
Stanford Met Tower,9/27/25,1600,12.4,72.3,65,522,903.9
Stanford Met Tower,9/27/25,1545,12.1,72.2,65,559,904.1
Stanford Met Tower,9/27/25,1530,12.6,72.4,64,594,904.4
Stanford Met Tower,9/27/25,1515,13.3,72.1,65,624,905.7
Stanford Met Tower,9/27/25,1500,12.5,73.1,62,654,907
Stanford Met Tower,9/27/25,1445,11.7,73.6,64,680,908.1
Stanford Met Tower,9/27/25,1430,10.4,75.3,58,702,908.6
Stanford Met Tower,9/27/25,1415,10.5,74.4,61,722,909.1
Stanford Met Tower,9/27/25,1400,10.1,74.5,59,736,909.8
Stanford Met Tower,9/27/25,1345,11.7,74.5,59,747,909.4
Stanford Met Tower,9/27/25,1330,11.1,74.2,60,754,909.1
Stanford Met Tower,9/27/25,1315,12.2,74.1,62,758,908.7
Stanford Met Tower,9/27/25,1300,12.1,73.5,62,759,908.3
Stanford Met Tower,9/27/25,1245,10,73.5,60,756,908
Stanford Met Tower,9/27/25,1230,12.8,73.1,62,748,906.8
Stanford Met Tower,9/27/25,1215,10.2,73,63,738,906.8
Stanford Met Tower,9/27/25,1200,11.6,72.3,63,722,906.2
Stanford Met Tower,9/27/25,1145,11.1,72,63,702,906.2
Stanford Met Tower,9/27/25,1130,10.4,71.3,64,682,905.9
Stanford Met Tower,9/27/25,1115,8.4,71.6,63,654,904.8
Stanford Met Tower,9/27/25,1100,3.1,69.6,69,624,904.3
Stanford Met Tower,9/27/25,1045,3.5,68.9,72,586,902.8
Stanford Met Tower,9/27/25,1030,4.1,68,72,549,901.2
Stanford Met Tower,9/27/25,1015,3.5,66.5,73,509,899.4
Stanford Met Tower,9/27/25,1000,2.7,66.5,73,468,897.4
Stanford Met Tower,9/27/25,0945,3.4,65.3,75,424,895.4
Stanford Met Tower,9/27/25,0930,2.6,64.4,80,379,893.1
Stanford Met Tower,9/27/25,0915,2.1,62.6,83,331,892.1
Stanford Met Tower,9/27/25,0900,2.2,61.6,87,282,890.9
Stanford Met Tower,9/27/25,0845,1.2,59.7,91,232,890.7
Stanford Met Tower,9/27/25,0830,1.1,58.1,93,165,889.7
Stanford Met Tower,9/27/25,0815,2,56.6,96,52,889.5
Stanford Met Tower,9/27/25,0800,3,55.8,96,40,888.8
Stanford Met Tower,9/27/25,0745,3.5,54.5,96,32,889
Stanford Met Tower,9/27/25,0730,2.9,53.9,96,24,888.8
Stanford Met Tower,9/27/25,0715,3.3,53.7,96,8,888.5
Stanford Met Tower,9/27/25,0700,4.9,53.7,96,2,888.3
Stanford Met Tower,9/27/25,0645,4,53.3,96,0,888.8
Stanford Met Tower,9/27/25,0630,2.9,53.4,96,0,888.6
Stanford Met Tower,9/27/25,0615,3.3,53.6,96,0,889
Stanford Met Tower,9/27/25,0600,2.4,54,96,0,889
Stanford Met Tower,9/27/25,0545,4.1,54,95,0,888.7
Stanford Met Tower,9/27/25,0530,4.1,54,96,0,889.2
Stanford Met Tower,9/27/25,0515,3.3,54.1,95,0,888.7
Stanford Met Tower,9/27/25,0500,2.8,54.5,95,0,889.4
Stanford Met Tower,9/27/25,0445,4.1,55.5,95,0,889.6
Stanford Met Tower,9/27/25,0430,3.8,55.1,95,0,889.6
Stanford Met Tower,9/27/25,0415,4.4,54.9,95,0,889.6
Stanford Met Tower,9/27/25,0400,3.2,54.9,94,0,889.4
Stanford Met Tower,9/27/25,0345,3.6,55.1,94,0,890
Stanford Met Tower,9/27/25,0330,4,55,94,0,890
Stanford Met Tower,9/27/25,0315,2.6,55.3,94,0,890.6
Stanford Met Tower,9/27/25,0300,2.8,55.1,93,0,890.5
Stanford Met Tower,9/27/25,0245,4.2,55.6,93,0,890.8
Stanford Met Tower,9/27/25,0230,2.7,55.8,93,0,890.4
Stanford Met Tower,9/27/25,0215,2.4,55.6,92,0,890.8
Stanford Met Tower,9/27/25,0200,1.5,56.3,91,0,891.2
Stanford Met Tower,9/27/25,0145,1.8,57.1,91,0,891.3
Stanford Met Tower,9/27/25,0130,1.7,57.3,91,0,891.4
Stanford Met Tower,9/27/25,0115,3.4,57.3,90,0,891.4
Stanford Met Tower,9/27/25,0100,5,57.5,90,0,891.7
Stanford Met Tower,9/27/25,0045,3.4,57.6,91,0,892.1
Stanford Met Tower,9/27/25,0030,2.3,57.5,92,0,892.4
Stanford Met Tower,9/27/25,0015,2.9,57.7,91,0,892.5
Stanford Met Tower,9/27/25,0000,2.6,58.4,90,0,892.8
Stanford Met Tower,9/26/25,2345,2.8,58.6,90,0,892.9
Stanford Met Tower,9/26/25,2330,1.8,59,90,0,893.6
Stanford Met Tower,9/26/25,2315,2.6,59.3,91,0,893.8
Stanford Met Tower,9/26/25,2300,1,59.3,91,0,894
Stanford Met Tower,9/26/25,2245,2.7,59.9,89,0,894.3
Stanford Met Tower,9/26/25,2230,2.6,60.2,88,0,894.7
Stanford Met Tower,9/26/25,2215,2.3,60.6,88,0,894.9
Stanford Met Tower,9/26/25,2200,3.4,60.9,88,0,895.7
Stanford Met Tower,9/26/25,2145,3.6,61.7,86,0,896
Stanford Met Tower,9/26/25,2130,2.4,62,86,0,896.2
Stanford Met Tower,9/26/25,2115,2.3,62.5,84,0,896.8
Stanford Met Tower,9/26/25,2100,0.4,63,82,0,896.7
Stanford Met Tower,9/26/25,2045,1.2,63.7,78,0,897.1
Stanford Met Tower,9/26/25,2030,1.3,64.5,77,0,897.7
Stanford Met Tower,9/26/25,2015,2.7,65.5,77,0,897.9
Stanford Met Tower,9/26/25,2000,3.8,66.4,76,0,897.8
Stanford Met Tower,9/26/25,1945,3.6,67.4,74,0,899
Stanford Met Tower,9/26/25,1930,4.2,68.4,74,0,899.1
Stanford Met Tower,9/26/25,1915,4.9,69.4,70,2,899.3
Stanford Met Tower,9/26/25,1900,4.3,70.4,67,8,899.6
Stanford Met Tower,9/26/25,1845,4.1,71.7,65,28,900.5
Stanford Met Tower,9/26/25,1830,4.8,73,63,72,901.4
Stanford Met Tower,9/26/25,1815,3.9,73.6,62,118,901.8
Stanford Met Tower,9/26/25,1800,4.2,74.4,60,162,902.3
Stanford Met Tower,9/26/25,1745,4.8,75.2,58,208,902.8
Stanford Met Tower,9/26/25,1730,4.5,76.9,57,257,903.9
Stanford Met Tower,9/26/25,1715,3.8,77.7,55,306,904.7
Stanford Met Tower,9/26/25,1700,4.4,78.3,54,353,905.4
Stanford Met Tower,9/26/25,1645,4.2,78.1,54,401,905.8
Stanford Met Tower,9/26/25,1630,4.8,77.7,57,446,906.9
Stanford Met Tower,9/26/25,1615,5.1,77.5,57,491,907.1
Stanford Met Tower,9/26/25,1600,6.1,76.9,57,532,907.6
Stanford Met Tower,9/26/25,1545,6.8,77,60,571,908.4
Stanford Met Tower,9/26/25,1530,5.9,77.9,58,607,909.4
Stanford Met Tower,9/26/25,1515,6.2,78.2,57,638,910.7
Stanford Met Tower,9/26/25,1500,8.1,78,56,665,912.6
Stanford Met Tower,9/26/25,1445,6.5,81.2,51,691,915.1
Stanford Met Tower,9/26/25,1430,5,81.5,51,713,915.8
Stanford Met Tower,9/26/25,1415,3.4,82.2,47,732,916.4
Stanford Met Tower,9/26/25,1400,2.3,81.2,47,747,915.7
Stanford Met Tower,9/26/25,1345,1.5,80.1,52,757,915.4
Stanford Met Tower,9/26/25,1330,3.9,77.9,55,762,914.6
Stanford Met Tower,9/26/25,1315,5.1,77.5,57,765,913.6
Stanford Met Tower,9/26/25,1300,4.9,77.7,58,764,913.3
Stanford Met Tower,9/26/25,1245,4.9,77.6,55,760,913
Stanford Met Tower,9/26/25,1230,3.3,78.3,50,753,912.2
Stanford Met Tower,9/26/25,1215,2.6,77,53,742,911.3
Stanford Met Tower,9/26/25,1200,2.7,76.4,51,725,910.2
Stanford Met Tower,9/26/25,1145,1.5,76.3,55,705,909.5
Stanford Met Tower,9/26/25,1130,1.9,73.6,58,681,908.7
Stanford Met Tower,9/26/25,1115,2.2,73.4,58,655,907.5
Stanford Met Tower,9/26/25,1100,2.4,71.1,62,624,906.2
Stanford Met Tower,9/26/25,1045,2.1,71.6,64,588,905
Stanford Met Tower,9/26/25,1030,1.6,70.3,64,553,903.7
Stanford Met Tower,9/26/25,1015,1.3,69.4,68,513,901.6
Stanford Met Tower,9/26/25,1000,2.5,66.8,76,472,899.7
Stanford Met Tower,9/26/25,0945,1.2,66.2,77,428,898
Stanford Met Tower,9/26/25,0930,1.6,65.6,78,381,896.1
Stanford Met Tower,9/26/25,0915,1.9,63.9,82,335,895.4
Stanford Met Tower,9/26/25,0900,0.8,62.6,84,283,894.8
Stanford Met Tower,9/26/25,0845,2.9,62,85,242,894.5
Stanford Met Tower,9/26/25,0830,2.3,61.7,86,176,894.4
Stanford Met Tower,9/26/25,0815,2,60.6,87,67,894.3
Stanford Met Tower,9/26/25,0800,3.4,59.9,88,59,893.7
Stanford Met Tower,9/26/25,0745,3.8,58.9,89,35,893.4
Stanford Met Tower,9/26/25,0730,3.2,57.9,89,20,893.3
Stanford Met Tower,9/26/25,0715,3.4,57.9,89,6,893.6
Stanford Met Tower,9/26/25,0700,3.2,58,89,1,893.8
Stanford Met Tower,9/26/25,0645,3.3,57.5,89,0,893.6
Stanford Met Tower,9/26/25,0630,3.5,57.4,88,0,893
Stanford Met Tower,9/26/25,0615,3.4,57.9,88,0,893.9
Stanford Met Tower,9/26/25,0600,2,58,88,0,893.6
Stanford Met Tower,9/26/25,0545,2.2,58.3,89,0,893.8
Stanford Met Tower,9/26/25,0530,3.1,57.9,88,0,893.4
Stanford Met Tower,9/26/25,0515,4.3,57.9,87,0,893.7
Stanford Met Tower,9/26/25,0500,2.9,58.4,88,0,894.2
Stanford Met Tower,9/26/25,0445,1.8,58.8,87,0,894.4
Stanford Met Tower,9/26/25,0430,1.4,59.3,86,0,894.7
Stanford Met Tower,9/26/25,0415,2.5,59.2,86,0,894.3
Stanford Met Tower,9/26/25,0400,2.7,59.3,85,0,894.2
Stanford Met Tower,9/26/25,0345,1.5,59.4,85,0,894.9
Stanford Met Tower,9/26/25,0330,0.8,59.4,85,0,895.1
Stanford Met Tower,9/26/25,0315,0.7,59.3,86,0,895.3
Stanford Met Tower,9/26/25,0300,2.1,59.2,86,0,894.9
Stanford Met Tower,9/26/25,0245,2.3,59,86,0,895.4
Stanford Met Tower,9/26/25,0230,2.7,59.2,85,0,895.1
Stanford Met Tower,9/26/25,0215,2.6,59.1,85,0,895.6
Stanford Met Tower,9/26/25,0200,2.8,59.5,84,0,895.8
Stanford Met Tower,9/26/25,0145,3,59.2,85,0,895.8
Stanford Met Tower,9/26/25,0130,2.9,58.6,86,0,895.9
Stanford Met Tower,9/26/25,0115,3.8,58.5,86,0,896.1
Stanford Met Tower,9/26/25,0100,1.3,59.1,88,0,896.1
Stanford Met Tower,9/26/25,0045,2,59,89,0,896.1
Stanford Met Tower,9/26/25,0030,2.3,58.5,89,0,895.7
Stanford Met Tower,9/26/25,0015,1.6,58.8,87,0,895.6
Stanford Met Tower,9/26/25,0000,1.9,59.4,86,0,895.8
Stanford Met Tower,9/25/25,2345,2,59.2,85,0,896.6
Stanford Met Tower,9/25/25,2330,3.6,59.6,84,0,896.2
Stanford Met Tower,9/25/25,2315,3.2,60.2,83,0,896.7
Stanford Met Tower,9/25/25,2300,3,60.6,82,0,897.6
Stanford Met Tower,9/25/25,2245,6.3,61.2,80,0,897.3
Stanford Met Tower,9/25/25,2230,7.3,61.4,80,0,897.4
Stanford Met Tower,9/25/25,2215,6.5,61.1,84,0,898.2
Stanford Met Tower,9/25/25,2200,3.9,61.2,84,0,898.6
Stanford Met Tower,9/25/25,2145,4.3,61.5,83,0,898.7
Stanford Met Tower,9/25/25,2130,3.6,61.8,83,0,898.9
Stanford Met Tower,9/25/25,2115,2.3,61.7,82,0,899.2
Stanford Met Tower,9/25/25,2100,1.1,62,80,0,899.1
Stanford Met Tower,9/25/25,2045,1.4,62.2,78,0,899.7
Stanford Met Tower,9/25/25,2030,3.1,62.7,77,0,899.7
Stanford Met Tower,9/25/25,2015,3,62.7,75,0,900
Stanford Met Tower,9/25/25,2000,5.3,63.6,73,0,900.7
Stanford Met Tower,9/25/25,1945,4.6,64.2,73,0,901.5
Stanford Met Tower,9/25/25,1930,3.1,64.9,72,0,901.6
Stanford Met Tower,9/25/25,1915,3,65.8,71,2,902.2
Stanford Met Tower,9/25/25,1900,3.2,66.4,70,9,902.9
Stanford Met Tower,9/25/25,1845,4.7,68.1,67,32,903.3
Stanford Met Tower,9/25/25,1830,4,69.7,66,77,904.1
Stanford Met Tower,9/25/25,1815,4.2,69.6,67,119,904.8
Stanford Met Tower,9/25/25,1800,4.5,70.2,65,164,905.4
Stanford Met Tower,9/25/25,1745,5.7,71,63,211,905.9
Stanford Met Tower,9/25/25,1730,5.9,72.5,62,261,907.3
Stanford Met Tower,9/25/25,1715,6.4,73.9,60,308,908.1
Stanford Met Tower,9/25/25,1700,4.6,75.3,57,358,908.8
Stanford Met Tower,9/25/25,1645,5.6,78.2,51,404,909.3
Stanford Met Tower,9/25/25,1630,4.2,78.4,52,446,910
Stanford Met Tower,9/25/25,1615,5.5,78.1,55,482,910.4
Stanford Met Tower,9/25/25,1600,6.1,78.7,56,523,910.9
Stanford Met Tower,9/25/25,1545,3.7,78.3,56,563,910.8
Stanford Met Tower,9/25/25,1530,4.2,77.5,60,596,911.3
Stanford Met Tower,9/25/25,1515,5.4,77,62,625,912
Stanford Met Tower,9/25/25,1500,6.8,75.2,64,653,913.5
Stanford Met Tower,9/25/25,1445,7,75.2,62,680,915.2
Stanford Met Tower,9/25/25,1430,5.9,75.5,62,702,916.3
Stanford Met Tower,9/25/25,1415,6,75.6,64,719,917.4
Stanford Met Tower,9/25/25,1400,5.4,75.1,63,730,917.4
Stanford Met Tower,9/25/25,1345,4.8,74.5,64,742,916.9
Stanford Met Tower,9/25/25,1330,5.3,74.2,63,751,916.7
Stanford Met Tower,9/25/25,1315,7.2,73.4,66,760,915.9
Stanford Met Tower,9/25/25,1300,8.9,73.5,67,752,915.6
Stanford Met Tower,9/25/25,1245,8.3,72.9,66,754,915.6
Stanford Met Tower,9/25/25,1230,6.6,74.6,67,756,915.5
Stanford Met Tower,9/25/25,1215,7.3,74.9,65,729,915.5
Stanford Met Tower,9/25/25,1200,5.2,76.1,64,716,915.4
Stanford Met Tower,9/25/25,1145,2.4,77.6,60,697,914.7
Stanford Met Tower,9/25/25,1130,2.2,76.2,62,675,913.5
Stanford Met Tower,9/25/25,1115,3,76.3,64,652,912.2
Stanford Met Tower,9/25/25,1100,3.1,75.9,62,539,911.3
Stanford Met Tower,9/25/25,1045,5.2,74.2,64,642,910
Stanford Met Tower,9/25/25,1030,4.4,75,69,604,908
Stanford Met Tower,9/25/25,1015,2.6,72.8,71,456,906.7
Stanford Met Tower,9/25/25,1000,1.2,70.5,75,472,905.3
Stanford Met Tower,9/25/25,0945,1.2,68.9,79,273,903
Stanford Met Tower,9/25/25,0930,1,69,76,371,902
Stanford Met Tower,9/25/25,0915,1.4,68.3,80,319,900.8
Stanford Met Tower,9/25/25,0900,2.2,66.9,83,159,900.6
Stanford Met Tower,9/25/25,0845,2.9,66,83,131,900.3
Stanford Met Tower,9/25/25,0830,1.5,65.4,85,158,899.8
Stanford Met Tower,9/25/25,0815,0.7,64.3,89,43,900.1
Stanford Met Tower,9/25/25,0800,1.1,63.5,91,34,899.5
Stanford Met Tower,9/25/25,0745,1.5,62.9,92,31,899.4
Stanford Met Tower,9/25/25,0730,1.2,62.8,91,19,899.2
Stanford Met Tower,9/25/25,0715,2.3,63,90,7,899
Stanford Met Tower,9/25/25,0700,1.2,63.4,89,2,898.7
Stanford Met Tower,9/25/25,0645,4.1,63.8,89,0,899.1
Stanford Met Tower,9/25/25,0630,1.4,63.8,88,0,899.1
Stanford Met Tower,9/25/25,0615,0.7,64.3,86,0,899.1
Stanford Met Tower,9/25/25,0600,4.5,65,86,0,899.4
Stanford Met Tower,9/25/25,0545,2,65.5,85,0,899.9
Stanford Met Tower,9/25/25,0530,5.1,65.8,82,0,900.1
Stanford Met Tower,9/25/25,0515,5.3,65.4,81,0,900.7
Stanford Met Tower,9/25/25,0500,1.7,65.2,83,0,900.4
Stanford Met Tower,9/25/25,0445,2.1,66.2,80,0,900.6
Stanford Met Tower,9/25/25,0430,2.2,66.5,81,0,901.4
Stanford Met Tower,9/25/25,0415,3.2,66.6,80,0,901.5
Stanford Met Tower,9/25/25,0400,1.7,67,76,0,901.3
Stanford Met Tower,9/25/25,0345,2.4,67.5,73,0,901.5
Stanford Met Tower,9/25/25,0330,5.8,67.8,71,0,901.7
Stanford Met Tower,9/25/25,0315,4.4,67.9,73,0,901.8
Stanford Met Tower,9/25/25,0300,3.2,67.5,76,0,901.7
Stanford Met Tower,9/25/25,0245,2.6,67,77,0,901.4
Stanford Met Tower,9/25/25,0230,3.5,66.8,77,0,901.5
Stanford Met Tower,9/25/25,0215,3,67.1,74,0,901.9
Stanford Met Tower,9/25/25,0200,3.8,68.2,72,0,902.2
Stanford Met Tower,9/25/25,0145,2.8,68.8,70,0,902.4
Stanford Met Tower,9/25/25,0130,4.6,69,75,0,902.3
Stanford Met Tower,9/25/25,0115,7.5,69.4,77,0,901
Stanford Met Tower,9/25/25,0100,4.9,69.4,74,0,901.1
Stanford Met Tower,9/25/25,0045,5.4,69.5,74,0,901.1
Stanford Met Tower,9/25/25,0030,4.7,72.1,63,0,901.7
Stanford Met Tower,9/25/25,0015,4,70.6,67,0,901.4
Stanford Met Tower,9/25/25,0000,6.2,70.5,68,0,901.9
Stanford Met Tower,9/24/25,2345,3.5,68.3,73,0,902.3
Stanford Met Tower,9/24/25,2330,3.4,68.2,73,0,902.4
Stanford Met Tower,9/24/25,2315,1.3,68.3,72,0,902.7
Stanford Met Tower,9/24/25,2300,3.4,68.9,73,0,902.8
Stanford Met Tower,9/24/25,2245,2.5,69.1,70,0,903.4
Stanford Met Tower,9/24/25,2230,2.9,68.8,73,0,903.5
Stanford Met Tower,9/24/25,2215,2.8,68.2,76,0,903.9
Stanford Met Tower,9/24/25,2200,2.6,68.5,76,0,904.2
Stanford Met Tower,9/24/25,2145,2.9,69.4,73,0,904.2
Stanford Met Tower,9/24/25,2130,1.7,69.1,76,0,904.5
Stanford Met Tower,9/24/25,2115,2.2,70.3,71,0,904.5
Stanford Met Tower,9/24/25,2100,0.8,71.1,69,0,905.1
Stanford Met Tower,9/24/25,2045,1.2,72.1,67,0,905
Stanford Met Tower,9/24/25,2030,3.6,72.6,66,0,904.7
